,machineID,volt,rotate,pressure,vibration
3787,4,200,425,109,41
3788,5,155,380,108,39
3789,6,131,422,99,42
3790,7,169,464,107,38
3791,8,166,445,131,41
3792,1,156,446,75,31
3793,2,161,436,147,43
3794,3,173,454,99,43
3795,4,155,380,107,36
3796,5,205,423,97,39
3797,6,183,408,108,45
3798,7,172,561,105,38
3799,8,186,486,127,31
3800,1,158,491,96,37
3801,2,179,433,141,46
3802,3,158,481,102,41
3803,4,190,512,109,50
3804,5,156,469,106,42
3805,6,152,443,111,36
3806,7,152,475,77,39
3807,8,153,525,126,47
3808,1,176,482,113,35
3809,2,152,400,135,48
3810,3,163,485,102,39
3811,4,179,608,99,36
3812,5,158,497,90,49
3813,6,146,399,93,40
3814,7,205,385,97,42
3815,8,198,540,125,50
3816,1,137,325,96,43
3817,2,159,508,129,34
3818,3,177,427,108,31
3819,4,190,483,104,51
3820,5,193,485,95,43
3821,6,175,482,102,28
3822,7,161,490,113,34
3823,8,165,311,128,32
3824,1,163,433,100,40
3825,2,154,465,138,40
3826,3,180,398,114,41
3827,4,175,520,88,48
3828,5,150,465,92,46
3829,6,161,401,97,42
3830,7,172,483,96,36
3831,8,164,445,125,39
3832,1,154,565,104,49
3833,2,171,466,113,36
3834,3,169,450,85,44
3835,4,183,479,98,31
3836,5,164,544,94,36
3837,6,198,394,96,37
3838,7,176,463,91,31
3839,8,157,511,109,31
3840,1,155,447,98,39
3841,2,180,469,119,40
3842,3,162,399,102,42
3843,4,182,427,122,34
3844,5,194,471,102,37
3845,6,165,422,103,44
3846,7,188,428,89,37
3847,8,179,486,90,37
3848,1,177,416,103,41
3849,2,133,434,150,39
3850,3,155,488,100,41
3851,4,220,429,107,34
3852,5,198,376,97,34
3853,6,160,475,103,45
3854,7,156,485,93,34
3855,8,163,461,136,49
3856,1,175,478,99,45
3857,2,182,532,127,46
3858,3,168,569,84,38
3859,4,204,469,99,41
3860,5,165,377,88,36
3861,6,176,491,109,47
3862,7,185,523,106,43
3863,8,165,470,112,28
3864,1,168,473,103,31
3865,2,158,363,132,34
3866,3,160,388,101,47
3867,4,193,430,99,32
3868,5,166,360,107,35
3869,6,172,510,91,48
3870,7,178,427,86,40
3871,8,165,503,98,42
3872,1,178,477,107,33
3873,2,173,470,123,41
3874,3,170,415,100,52
3875,4,183,490,97,40
3876,5,168,509,111,42
3877,6,159,418,99,47
3878,7,167,457,92,43
3879,8,192,409,138,38
3880,1,160,437,98,46
3881,2,169,488,123,42
3882,3,164,476,109,33
3883,4,198,420,103,51
3884,5,171,429,105,46
3885,6,172,425,104,47
3886,7,166,425,120,42
3887,8,152,445,135,41
3888,1,139,443,93,41
3889,2,154,377,131,35
3890,3,193,428,102,38
3891,4,196,402,109,40
3892,5,155,457,84,39
3893,6,166,417,101,46
3894,7,198,455,101,37
3895,8,149,458,109,42
3896,1,187,574,99,44
3897,2,149,381,120,37
3898,3,163,482,98,38
3899,4,172,456,104,35
3900,5,155,595,99,37
3901,6,163,531,82,53
3902,7,180,458,90,38
3903,8,173,360,132,33
3904,1,166,426,97,39
3905,2,143,340,125,42
3906,3,184,496,117,36
3907,4,196,420,81,38
3908,5,183,502,107,36
3909,6,189,469,98,47
3910,7,180,400,101,40
3911,8,164,423,126,44
3912,1,164,465,109,42
3913,2,147,487,120,42
3914,3,158,392,107,49
3915,4,191,422,98,40
3916,5,184,455,118,37
3917,6,180,585,81,51
3918,7,170,429,90,38
3919,8,172,513,118,48
3920,1,172,450,105,46
3921,2,167,525,122,36
3922,3,149,430,106,34
3923,4,203,514,103,39
3924,5,163,463,100,32
3925,6,150,452,89,48
3926,7,182,408,83,38
3927,8,170,459,131,37
3928,1,181,444,92,39
3929,2,137,456,128,39
3930,3,174,453,91,48
3931,4,194,401,85,50
3932,5,145,426,105,33
3933,6,183,488,104,54
3934,7,160,443,83,47
3935,8,196,464,132,29
3936,1,176,516,90,36
3937,2,174,523,119,41
3938,3,143,411,120,36
3939,4,198,379,110,40
3940,5,145,502,99,37
3941,6,172,447,90,59
3942,7,166,459,107,40
3943,8,165,457,125,45
3944,1,183,514,99,42
3945,2,150,392,132,35
3946,3,187,370,89,36
3947,4,172,437,90,39
3948,5,202,438,115,35
3949,6,176,434,99,51
3950,7,160,433,104,39
3951,8,176,429,113,39
3952,1,170,465,93,36
3953,2,178,352,134,29
3954,3,171,434,85,37
3955,4,185,481,102,36
3956,5,176,373,111,50
3957,6,142,502,94,46
3958,7,155,411,94,39
3959,8,176,457,128,36
3960,1,162,455,96,46
3961,2,155,454,146,47
3962,3,186,358,93,49
3963,4,194,546,101,39
3964,5,180,450,99,34
3965,6,192,419,103,42
3966,7,148,462,103,37
3967,8,173,435,136,32
3968,1,165,335,100,35
3969,2,155,508,131,38
3970,3,151,481,104,41
3971,4,205,421,96,42
3972,5,168,507,108,39
3973,6,176,435,110,52
3974,7,180,456,102,43
3975,8,186,483,107,37
3976,1,182,480,86,42
3977,2,155,444,129,32
3978,3,139,461,112,44
3979,4,203,497,103,42
3980,5,148,438,80,34
3981,6,168,436,101,50
3982,7,169,405,99,43
3983,8,146,364,101,34
3984,1,157,505,91,33
3985,2,169,372,128,42
3986,3,165,480,100,34
3987,4,170,399,100,24
3988,5,159,421,101,49
3989,6,171,486,100,50
3990,7,159,470,88,38
3991,8,161,440,95,40
3992,1,155,569,78,34
3993,2,166,437,134,41
3994,3,165,454,82,40
3995,4,180,355,98,35
3996,5,155,513,116,41
3997,6,169,434,103,53
3998,7,182,460,92,41
3999,8,163,353,105,40
4000,1,174,469,91,39
4001,2,157,490,122,41
4002,3,162,399,117,38
4003,4,178,483,85,31
4004,5,190,462,106,44
4005,6,170,429,104,50
4006,7,156,402,96,28
4007,8,168,414,103,44
4008,1,179,519,111,48
4009,2,153,522,108,41
4010,3,148,488,104,34
4011,4,200,419,109,36
4012,5,152,494,102,42
4013,6,182,402,111,44
4014,7,170,436,103,40
4015,8,164,448,119,40
4016,1,144,487,129,39
4017,2,159,430,122,41
4018,3,176,392,89,33
4019,4,228,482,99,37
4020,5,149,472,104,37
4021,6,167,406,97,51
4022,7,171,399,98,35
4023,8,179,516,88,40
4024,1,181,535,92,41
4025,2,142,415,126,40
4026,3,170,407,79,45
4027,4,170,355,112,36
4028,5,165,444,90,37
4029,6,143,440,96,44
4030,7,149,443,103,40
4031,8,174,399,101,39
4032,1,170,463,108,36
4033,2,177,439,107,43
4034,3,159,455,122,42
4035,4,175,496,108,42
4036,5,154,441,98,32
4037,6,178,442,99,49
4038,7,159,308,90,51
4039,8,161,441,108,32
4040,1,167,478,86,46
4041,2,183,463,138,39
4042,3,206,405,98,33
4043,4,205,426,102,38
4044,5,157,515,93,41
4045,6,164,459,110,51
4046,7,144,386,103,42
4047,8,162,440,78,31
4048,1,186,425,97,35
4049,2,179,470,117,34
4050,3,206,414,100,36
4051,4,200,411,104,37
4052,5,163,445,107,36
4053,6,177,513,110,50
4054,7,183,414,119,49
4055,8,146,484,100,41
4056,1,192,411,97,29
4057,2,164,395,126,42
4058,3,155,507,83,39
4059,4,190,501,93,31
4060,5,157,480,85,33
4061,6,160,403,107,50
4062,7,193,405,103,45
4063,8,180,508,117,38
4064,1,152,448,98,33
4065,2,200,441,129,36
4066,3,166,467,94,42
4067,4,178,425,95,40
4068,5,185,449,91,38
4069,6,168,492,99,57
4070,7,191,446,96,51
4071,8,152,445,105,34
4072,1,185,440,95,48
4073,2,152,427,121,41
4074,3,155,415,106,43
4075,4,186,477,91,31
4076,5,159,430,84,41
4077,6,173,399,92,49
4078,7,177,434,103,55
4079,8,189,491,98,45
4080,1,160,509,87,29
4081,2,150,421,134,40
4082,3,181,532,92,46
4083,4,213,466,100,31
4084,5,179,495,90,33
4085,6,165,443,88,52
4086,7,158,392,86,45
4087,8,167,498,76,39
4088,1,171,461,96,41
4089,2,185,328,138,36
4090,3,181,483,101,38
4091,4,203,418,95,39
4092,5,147,345,100,37
4093,6,150,466,98,49
4094,7,173,311,93,51
4095,8,169,507,91,50
4096,1,177,493,89,37
4097,2,159,463,137,42
4098,3,158,350,89,32
4099,4,176,472,110,44
4100,5,185,498,95,44
4101,6,190,562,94,46
4102,7,155,391,121,54
4103,8,135,486,99,36
4104,1,171,555,103,39
4105,2,180,436,138,39
4106,3,160,506,106,29
4107,4,177,331,111,34
4108,5,171,447,103,49
4109,6,169,379,107,54
4110,7,162,318,109,46
4111,8,181,512,93,38
4112,1,148,460,119,34
4113,2,193,448,127,38
4114,3,171,418,116,37
4115,4,202,408,103,39
4116,5,161,540,101,34
4117,6,166,435,99,52
4118,7,170,459,105,46
4119,8,168,414,97,41
4120,1,162,469,91,41
4121,2,197,483,112,47
4122,3,168,430,77,36
4123,4,183,453,97,48
4124,5,172,551,117,51
4125,6,165,429,89,41
4126,7,177,420,95,45
4127,8,163,459,106,51
4128,1,193,451,101,41
4129,2,155,452,114,35
4130,3,157,441,98,41
4131,4,186,445,102,40
4132,5,182,350,80,42
4133,6,164,477,83,56
4134,7,140,398,78,49
4135,8,141,417,91,40
4136,1,172,397,100,45
4137,2,154,500,97,36
4138,3,158,379,92,35
4139,4,170,450,100,43
4140,5,157,458,105,40
4141,6,177,557,96,54
4142,7,152,297,109,54
4143,8,126,435,105,40
4144,1,157,477,109,37
4145,2,161,510,110,38
4146,3,178,450,105,41
4147,4,190,440,99,42
4148,5,164,434,100,34
4149,6,157,407,112,58
4150,7,181,337,88,50
4151,8,194,353,96,31
4152,1,160,383,101,41
4153,2,156,401,101,47
4154,3,170,391,108,46
4155,4,209,413,100,40
4156,5,147,435,88,42
4157,6,192,477,89,53
4158,7,163,281,84,42
4159,8,189,455,116,39
4160,1,185,436,95,39
4161,2,173,395,92,49
4162,3,166,426,101,43
4163,4,212,467,114,46
4164,5,173,353,79,35
4165,6,165,446,122,47
4166,7,164,310,103,47
4167,8,193,435,95,40
4168,1,175,428,108,41
4169,2,163,461,84,35
4170,3,168,469,85,38
4171,4,178,418,100,34
4172,5,143,462,97,36
4173,6,172,449,89,50
4174,7,185,378,104,57
4175,8,173,436,86,42
4176,1,156,469,97,35
4177,2,171,474,111,45
4178,3,167,479,109,37
4179,4,203,477,81,40
4180,5,175,414,106,41
4181,6,175,529,114,53
4182,7,172,423,112,40
4183,8,191,475,123,39
4184,1,170,500,93,35
4185,2,178,487,95,52
4186,3,142,415,102,47
4187,4,171,481,78,31
4188,5,194,412,98,43
4189,6,174,439,100,44
4190,7,187,408,90,49
4191,8,182,374,129,38
4192,1,178,507,106,30
4193,2,169,377,103,48
4194,3,159,439,84,44
4195,4,171,392,98,43
4196,5,167,499,115,41
4197,6,142,424,96,47
4198,7,162,275,84,48
4199,8,154,367,100,39
4200,1,195,528,89,45
4201,2,176,468,71,47
4202,3,165,449,93,38
4203,4,181,393,128,32
4204,5,161,424,104,43
4205,6,169,417,94,48
4206,7,139,341,96,48
4207,8,159,430,96,41
4208,1,156,466,94,33
4209,2,157,447,95,38
4210,3,167,444,84,35
4211,4,168,491,93,45
4212,5,143,473,91,44
4213,6,149,489,115,45
4214,7,169,309,78,47
4215,8,185,422,94,34
4216,1,164,443,112,44
4217,2,165,474,94,35
4218,3,141,478,102,39
4219,4,191,445,102,34
4220,5,160,498,94,39
4221,6,181,542,86,54
4222,7,163,262,103,40
4223,8,162,427,84,37
4224,1,184,401,88,41
4225,2,178,438,93,45
4226,3,152,495,99,41
4227,4,156,336,102,42
4228,5,192,452,96,37
4229,6,202,450,108,42
4230,7,191,367,89,58
4231,8,164,493,86,38
4232,1,163,378,107,42
4233,2,165,607,94,39
4234,3,164,413,104,36
4235,4,162,495,97,49
4236,5,195,384,82,42
4237,6,156,402,90,42
4238,7,155,384,103,57
4239,8,178,440,102,46
4240,1,191,442,96,45
4241,2,141,407,112,45
4242,3,168,515,105,36
4243,4,143,457,85,44
4244,5,153,444,93,41
4245,6,143,428,101,34
4246,7,149,424,91,42
4247,8,204,395,114,39
4248,1,185,402,102,36
4249,2,189,432,111,37
4250,3,152,441,112,38
4251,4,164,478,99,41
4252,5,175,445,94,43
4253,6,175,443,105,39
4254,7,142,334,98,41
4255,8,165,541,110,33
4256,1,145,453,122,39
4257,2,166,379,92,37
4258,3,161,372,85,41
4259,4,157,503,108,36
4260,5,183,533,89,43
4261,6,189,427,107,33
4262,7,132,302,96,46
4263,8,172,436,91,33
4264,1,176,455,99,34
4265,2,145,479,113,35
4266,3,189,505,110,37
4267,4,183,459,96,39
4268,5,165,414,95,31
4269,6,193,413,113,46
4270,7,191,318,108,52
4271,8,153,388,86,41
4272,1,148,352,96,40
4273,2,165,514,76,31
4274,3,187,353,101,34
4275,4,165,484,101,39
4276,5,142,492,98,42
4277,6,182,511,72,33
4278,7,178,413,100,50
4279,8,155,455,96,43
4280,1,148,457,115,42
4281,2,176,546,91,35
4282,3,160,454,92,36
4283,4,175,539,104,40
4284,5,178,385,94,41
4285,6,146,405,113,41
4286,7,184,431,104,52
4287,8,200,447,77,39
4288,1,171,544,94,40
4289,2,171,427,111,37
4290,3,164,390,101,41
4291,4,183,409,89,43
4292,5,177,461,115,36
4293,6,159,497,101,38
4294,7,165,403,120,40
4295,8,181,454,87,36
4296,1,170,407,92,41
4297,2,185,522,96,41
4298,3,159,433,110,43
4299,4,160,433,99,43
4300,5,140,428,86,38
4301,6,192,373,118,39
4302,7,161,303,103,54
4303,8,174,429,120,34
4304,1,169,477,112,32
4305,2,172,455,113,42
4306,3,177,467,95,42
4307,4,138,498,94,36
4308,5,187,442,113,39
4309,6,117,399,87,39
4310,7,151,390,104,54
4311,8,175,463,106,44
4312,1,188,472,124,39
4313,2,173,397,98,31
4314,3,153,512,106,39
4315,4,152,506,86,42
4316,5,174,467,89,36
4317,6,162,417,88,41
4318,7,176,359,95,43
4319,8,170,501,88,36
4320,1,174,491,109,34
4321,2,170,398,101,42
4322,3,174,449,93,37
4323,4,189,467,119,37
4324,5,184,440,93,40
4325,6,153,425,97,40
4326,7,153,361,86,47
4327,8,189,404,105,40
4328,1,159,438,93,42
4329,2,170,431,84,35
4330,3,172,307,99,39
4331,4,193,493,96,38
4332,5,173,490,116,49
4333,6,162,485,91,44
4334,7,170,311,105,44
4335,8,158,437,93,46
4336,1,171,447,92,44
4337,2,171,485,91,50
4338,3,197,472,109,35
4339,4,153,511,106,31
4340,5,155,396,98,43
4341,6,155,430,102,50
4342,7,169,375,104,52
4343,8,168,468,113,38
4344,1,162,493,105,44
4345,2,167,415,108,57
4346,3,181,419,113,45
4347,4,156,429,74,34
4348,5,181,533,113,36
4349,6,177,443,104,31
4350,7,173,376,95,61
4351,8,153,488,93,43
4352,1,168,472,104,37
4353,2,162,434,86,41
4354,3,199,447,91,41
4355,4,179,461,104,26
4356,5,173,434,100,32
4357,6,179,417,100,35
4358,7,141,398,116,53
4359,8,164,501,87,38
4360,1,152,423,90,37
4361,2,176,407,99,39
4362,3,150,427,100,48
4363,4,155,308,88,34
4364,5,152,451,102,42
4365,6,173,454,99,31
4366,7,159,379,103,47
4367,8,171,418,98,38
4368,1,168,417,112,39
4369,2,202,464,101,42
4370,3,173,313,86,37
4371,4,187,473,88,36
4372,5,170,381,99,41
4373,6,188,454,96,34
4374,7,210,381,113,57
4375,8,179,496,102,38
4376,1,171,426,114,41
4377,2,178,416,100,41
4378,3,187,459,102,38
4379,4,149,506,94,46
4380,5,181,518,98,40
4381,6,197,405,102,40
4382,7,174,361,103,47
4383,8,173,429,106,39
4384,1,159,468,106,44
4385,2,164,492,106,47
4386,3,195,460,83,34
4387,4,146,465,94,40
4388,5,161,406,91,40
4389,6,192,457,99,40
4390,7,167,372,84,50
4391,8,155,461,129,45
4392,1,170,477,100,42
4393,2,174,443,90,39
4394,3,163,547,103,43
4395,4,177,465,90,38
4396,5,169,383,108,38
4397,6,173,417,110,30
4398,7,168,373,107,42
4399,8,151,516,93,43
4400,1,160,351,115,40
4401,2,169,493,100,41
4402,3,176,544,105,39
4403,4,174,458,93,42
4404,5,148,404,115,41
4405,6,201,383,120,30
4406,7,185,327,114,52
4407,8,163,480,95,44
4408,1,160,376,94,42
4409,2,155,415,91,52
4410,3,170,412,97,34
4411,4,179,538,102,45
4412,5,162,456,110,44
4413,6,186,421,123,40
4414,7,178,383,106,45
4415,8,188,499,84,45
4416,1,166,462,100,41
4417,2,194,438,95,46
4418,3,183,400,121,40
4419,4,156,392,103,44
4420,5,147,545,101,34
4421,6,171,386,109,42
4422,7,173,375,97,48
4423,8,183,478,103,25
4424,1,177,495,116,42
4425,2,220,407,88,41
4426,3,145,429,116,40
4427,4,210,492,101,42
4428,5,151,485,111,43
4429,6,146,469,105,31
4430,7,155,497,111,39
4431,8,159,361,91,43
4432,1,166,439,91,47
4433,2,184,464,108,40
4434,3,177,442,105,44
4435,4,168,509,112,38
4436,5,169,505,93,39
4437,6,138,424,91,42
4438,7,182,490,84,38
4439,8,172,345,112,38
4440,1,172,459,101,53
4441,2,158,399,99,32
4442,3,176,493,90,55
4443,4,158,339,102,38
4444,5,182,472,99,44
4445,6,178,488,87,33
4446,7,166,428,115,43
4447,8,168,495,95,43
4448,1,184,478,107,40
4449,2,181,535,100,39
4450,3,171,558,101,39
4451,4,179,517,100,39
4452,5,160,447,108,37
4453,6,172,486,106,41
4454,7,185,460,79,44
4455,8,182,480,105,43
4456,1,165,443,87,38
4457,2,157,468,90,51
4458,3,161,457,84,48
4459,4,161,457,126,38
4460,5,189,451,109,37
4461,6,178,430,98,37
4462,7,180,430,103,51
4463,8,202,366,113,47
4464,1,168,413,88,48
4465,2,179,498,107,41
4466,3,157,410,105,38
4467,4,150,394,119,44
4468,5,165,506,107,41
4469,6,197,477,90,28
4470,7,166,482,96,40
4471,8,175,424,103,34
4472,1,177,438,105,40
4473,2,169,438,98,40
4474,3,155,500,84,33
4475,4,179,445,105,29
4476,5,161,443,106,32
4477,6,181,387,93,42
4478,7,148,437,121,39
4479,8,139,450,89,27
4480,1,151,513,106,36
4481,2,151,441,100,38
4482,3,152,427,93,47
4483,4,166,398,82,44
4484,5,172,403,102,47
4485,6,155,473,115,33
4486,7,181,432,103,33
4487,8,150,466,112,39
4488,1,178,496,106,45
4489,2,174,402,106,43
4490,3,199,530,101,44
4491,4,159,422,113,39
4492,5,174,387,106,49
4493,6,219,449,97,34
4494,7,172,479,102,42
4495,8,179,504,111,39
4496,1,161,455,84,41
4497,2,168,424,95,36
4498,3,166,413,109,37
4499,4,171,420,90,35
4500,5,167,482,102,36
4501,6,177,428,84,43
4502,7,164,464,83,46
4503,8,163,422,102,39
4504,1,152,426,101,42
4505,2,177,435,90,43
4506,3,185,535,108,34
4507,4,166,450,97,43
4508,5,172,467,88,35
4509,6,176,445,106,37
4510,7,159,563,117,45
4511,8,153,384,96,42
4512,1,143,428,100,38
4513,2,189,506,107,42
4514,3,184,346,104,47
4515,4,156,358,103,35
4516,5,156,392,90,30
4517,6,178,458,110,40
4518,7,173,479,111,42
4519,8,187,441,80,41
4520,1,159,453,92,35
4521,2,167,504,104,40
4522,3,161,407,90,36
4523,4,179,412,99,42
4524,5,159,372,113,37
4525,6,169,526,83,40
4526,7,170,398,94,43
4527,8,166,370,99,36
4528,1,152,383,92,36
4529,2,156,432,100,41
4530,3,144,463,110,46
4531,4,164,392,85,47
4532,5,165,324,123,41
4533,6,176,407,93,35
4534,7,191,471,90,36
4535,8,179,533,99,39
4536,1,152,509,86,44
4537,2,170,412,84,31
4538,3,175,421,92,44
4539,4,137,430,102,37
4540,5,145,315,93,37
4541,6,183,441,100,44
4542,7,188,335,80,43
4543,8,218,528,117,30
4544,1,194,446,109,33
4545,2,173,353,105,38
4546,3,173,427,110,31
4547,4,190,468,104,40
4548,5,176,310,88,46
4549,6,179,429,86,32
4550,7,166,406,97,45
4551,8,143,403,93,29
4552,1,151,490,103,39
4553,2,188,469,112,42
4554,3,163,540,123,44
4555,4,184,493,82,34
4556,5,192,358,92,39
4557,6,145,370,106,42
4558,7,159,448,114,35
4559,8,157,476,102,32
4560,1,184,459,89,45
4561,2,187,453,103,45
4562,3,167,437,126,41
4563,4,150,414,109,39
4564,5,173,305,90,49
4565,6,163,319,109,33
4566,7,170,397,102,28
4567,8,162,468,103,36
4568,1,178,448,93,32
4569,2,133,501,110,47
4570,3,172,437,108,38
4571,4,174,462,97,35
4572,5,179,427,90,44
4573,6,173,432,94,36
4574,7,174,511,89,30
4575,8,159,547,91,33
4576,1,156,451,99,36
4577,2,174,537,104,38
4578,3,160,393,90,36
4579,4,183,421,88,34
4580,5,189,319,85,49
4581,6,121,564,109,27
4582,7,170,475,123,43
4583,8,170,479,97,37
4584,1,160,455,111,38
4585,2,182,524,88,41
4586,3,125,480,110,37
4587,4,164,466,93,47
4588,5,168,392,102,36
4589,6,182,429,109,40
4590,7,193,419,121,42
4591,8,162,467,98,39
4592,1,163,444,97,43
4593,2,175,452,111,39
4594,3,188,473,108,38
4595,4,182,445,108,44
4596,5,167,355,103,36
4597,6,168,470,114,36
4598,7,177,418,95,48
4599,8,194,445,109,43
4600,1,172,436,89,44
4601,2,164,445,104,44
4602,3,150,417,113,44
4603,4,181,522,95,31
4604,5,129,446,118,40
4605,6,161,447,104,40
4606,7,171,423,111,37
4607,8,158,457,106,32
4608,1,164,409,106,42
4609,2,158,392,118,41
4610,3,168,433,115,43
4611,4,188,370,107,44
4612,5,157,319,104,42
4613,6,183,491,99,42
4614,7,172,393,87,41
4615,8,172,446,99,40
4616,1,182,493,106,42
4617,2,178,431,90,40
4618,3,156,561,106,35
4619,4,156,434,89,35
4620,5,186,410,98,37
4621,6,166,521,81,32
4622,7,167,539,127,34
4623,8,154,502,94,41
4624,1,165,390,105,39
4625,2,173,533,99,39
4626,3,203,382,74,39
4627,4,152,404,86,43
4628,5,180,379,119,33
4629,6,172,451,99,43
4630,7,168,399,100,43
4631,8,147,508,98,45
4632,1,137,438,105,39
4633,2,163,468,89,33
4634,3,161,486,100,35
4635,4,181,515,118,36
4636,5,174,398,126,46
4637,6,188,444,94,39
4638,7,195,470,106,40
4639,8,176,546,95,44
4640,1,168,401,88,38
4641,2,156,446,84,39
4642,3,188,484,109,34
4643,4,168,426,100,40
4644,5,161,399,100,40
4645,6,164,452,104,35
4646,7,146,567,99,43
4647,8,169,464,99,38
4648,1,142,517,105,37
4649,2,176,331,100,49
4650,3,164,407,92,49
4651,4,176,459,95,45
4652,5,173,324,101,27
4653,6,187,359,112,31
4654,7,162,432,104,41
4655,8,153,476,97,36
4656,1,184,429,107,40
4657,2,190,437,113,36
4658,3,176,452,86,37
4659,4,159,400,108,38
4660,5,163,348,100,42
4661,6,211,495,93,33
4662,7,171,549,111,41
4663,8,164,444,98,35
4664,1,158,313,100,45
4665,2,142,517,115,43
4666,3,170,447,104,40
4667,4,161,379,100,43
4668,5,163,431,114,40
4669,6,166,417,94,36
4670,7,170,382,110,38
4671,8,160,441,99,42
4672,1,153,474,104,44
4673,2,170,465,94,38
4674,3,143,461,108,39
4675,4,150,483,108,41
4676,5,167,418,99,42
4677,6,158,524,116,47
4678,7,176,367,99,29
4679,8,148,419,104,47
4680,1,161,371,92,52
4681,2,208,482,90,37
4682,3,149,361,120,38
4683,4,193,509,102,45
4684,5,188,322,104,40
4685,6,165,460,107,46
4686,7,173,502,107,51
4687,8,177,483,115,34
4688,1,178,436,86,37
4689,2,155,419,84,37
4690,3,178,398,95,48
4691,4,177,564,96,50
4692,5,183,423,123,35
4693,6,166,396,93,50
4694,7,174,436,106,35
4695,8,186,425,87,39
4696,1,141,474,88,28
4697,2,148,441,85,34
4698,3,132,370,107,33
4699,4,181,359,101,33
4700,5,154,421,106,37
4701,6,195,413,96,40
4702,7,184,446,98,40
4703,8,158,486,108,42
4704,1,173,410,103,43
4705,2,164,453,109,44
4706,3,171,537,114,39
4707,4,158,482,102,40
4708,5,192,343,95,45
4709,6,190,486,114,39
4710,7,161,467,82,37
4711,8,176,492,85,40
4712,1,155,393,101,43
4713,2,161,446,121,42
4714,3,176,349,96,44
4715,4,201,484,103,40
4716,5,147,429,96,41
4717,6,175,369,108,41
4718,7,163,488,104,40
4719,8,155,490,89,42
4720,1,169,480,79,34
4721,2,169,344,104,40
4722,3,192,384,97,42
4723,4,145,490,97,38
4724,5,170,431,81,37
4725,6,154,448,116,46
4726,7,170,463,93,50
4727,8,183,425,92,44
4728,1,180,396,90,41
4729,2,162,471,98,41
4730,3,179,448,89,32
4731,4,157,472,114,38
4732,5,128,376,100,43
4733,6,155,465,102,44
4734,7,159,303,105,46
4735,8,174,420,103,37
4736,1,178,449,92,45
4737,2,165,479,92,33
4738,3,175,536,97,45
4739,4,167,522,97,37
4740,5,170,372,114,39
4741,6,179,420,88,37
4742,7,172,392,75,52
4743,8,177,407,81,39
4744,1,192,503,78,33
4745,2,154,443,100,33
4746,3,155,415,93,42
4747,4,169,484,97,41
4748,5,158,442,96,34
4749,6,166,439,98,41
4750,7,152,479,104,42
4751,8,165,436,88,42
4752,1,171,421,102,45
4753,2,201,410,93,39
4754,3,165,467,88,42
4755,4,177,427,100,35
4756,5,161,399,93,36
4757,6,171,463,104,41
4758,7,151,510,105,42
4759,8,173,471,106,43
4760,1,159,445,100,42
4761,2,163,457,103,44
4762,3,203,506,95,43
4763,4,207,469,89,40
4764,5,166,353,93,37
4765,6,173,477,107,41
4766,7,162,509,88,35
4767,8,176,460,98,45
4768,1,202,459,106,41
4769,2,159,516,104,32
4770,3,157,445,91,48
4771,4,178,423,110,32
4772,5,168,384,92,30
4773,6,190,445,99,44
4774,7,204,548,97,50
4775,8,182,329,73,40
4776,1,165,529,105,51
4777,2,160,468,111,37
4778,3,160,348,101,29
4779,4,175,488,97,33
4780,5,148,469,107,36
4781,6,189,443,106,41
4782,7,163,433,106,38
4783,8,167,387,107,37
4784,1,182,466,85,49
4785,2,165,512,90,43
4786,3,165,420,88,35
4787,4,157,402,79,40
4788,5,167,393,109,41
4789,6,150,438,103,33
4790,7,162,371,95,32
4791,8,174,435,98,38
4792,1,183,436,102,31
4793,2,170,444,96,35
4794,3,175,298,110,39
4795,4,202,399,98,39
4796,5,197,383,100,46
4797,6,151,403,93,36
4798,7,172,425,85,42
4799,8,168,494,88,42
4800,1,176,499,99,31
4801,2,169,435,99,40
4802,3,174,440,107,36
4803,4,172,461,80,37
4804,5,203,374,112,41
4805,6,187,510,97,44
4806,7,170,456,111,41
4807,8,183,547,92,45
4808,1,191,382,97,37
4809,2,164,583,102,49
4810,3,172,494,81,38
4811,4,169,535,100,30
4812,5,172,337,94,46
4813,6,160,462,81,33
4814,7,177,437,88,47
4815,8,189,400,94,39
4816,1,166,458,88,32
4817,2,182,445,101,38
4818,3,181,475,89,52
4819,4,167,431,96,37
4820,5,167,368,98,36
4821,6,166,481,89,41
4822,7,182,439,91,37
4823,8,192,413,113,42
4824,1,151,415,101,40
4825,2,159,462,116,37
4826,3,186,461,90,40
4827,4,155,454,101,33
4828,5,169,372,110,33
4829,6,175,441,95,40
4830,7,183,474,117,38
4831,8,147,411,100,25
4832,1,164,508,109,33
4833,2,184,483,80,45
4834,3,171,482,97,42
4835,4,180,474,119,33
4836,5,164,308,105,39
4837,6,184,479,88,28
4838,7,158,428,110,36
4839,8,174,431,96,44
4840,1,161,423,103,48
4841,2,157,462,90,41
4842,3,177,478,100,39
4843,4,164,362,104,30
4844,5,158,413,111,48
4845,6,145,421,93,46
4846,7,200,404,115,35
4847,8,187,380,77,37
4848,1,174,420,101,40
4849,2,166,330,88,43
4850,3,142,424,100,38
4851,4,135,410,97,40
4852,5,189,424,112,36
4853,6,162,473,108,42
4854,7,156,428,86,41
4855,8,180,455,101,38
4856,1,176,467,95,39
4857,2,178,497,70,37
4858,3,165,400,103,37
4859,4,181,489,110,34
4860,5,168,349,82,43
4861,6,175,482,101,35
