datetime,machineID,volt,rotate,pressure,vibration
2015-02-03 21:00:00,7,171,469,108,34
2015-02-03 21:00:00,8,156,432,124,37
2015-02-03 22:00:00,1,168,445,83,41
2015-02-03 22:00:00,2,186,476,107,48
2015-02-03 22:00:00,3,156,448,94,43
2015-02-03 22:00:00,4,168,498,114,36
2015-02-03 22:00:00,5,157,424,106,41
2015-02-03 22:00:00,6,195,404,97,42
2015-02-03 22:00:00,7,168,441,111,42
2015-02-03 22:00:00,8,163,489,91,31
2015-02-03 23:00:00,1,164,523,95,32
2015-02-03 23:00:00,2,156,480,97,42
2015-02-03 23:00:00,3,161,466,86,44
2015-02-03 23:00:00,4,177,398,93,37
2015-02-03 23:00:00,5,127,439,103,37
2015-02-03 23:00:00,6,183,457,105,41
2015-02-03 23:00:00,7,177,460,95,49
2015-02-03 23:00:00,8,170,512,97,35
2015-02-04 00:00:00,1,172,352,105,32
2015-02-04 00:00:00,2,164,504,92,42
2015-02-04 00:00:00,3,166,457,102,33
2015-02-04 00:00:00,4,198,460,113,38
2015-02-04 00:00:00,5,189,409,118,44
2015-02-04 00:00:00,6,178,424,92,40
2015-02-04 00:00:00,7,162,427,122,37
2015-02-04 00:00:00,8,202,409,110,38
2015-02-04 01:00:00,1,153,459,96,39
2015-02-04 01:00:00,2,166,447,111,32
2015-02-04 01:00:00,3,156,473,98,43
2015-02-04 01:00:00,4,166,469,94,41
2015-02-04 01:00:00,5,149,408,102,36
2015-02-04 01:00:00,6,164,488,107,41
2015-02-04 01:00:00,7,170,519,104,43
2015-02-04 01:00:00,8,178,339,110,46
2015-02-04 02:00:00,1,180,421,98,42
2015-02-04 02:00:00,2,187,474,107,39
2015-02-04 02:00:00,3,182,470,102,38
2015-02-04 02:00:00,4,175,461,105,34
2015-02-04 02:00:00,5,149,480,104,36
2015-02-04 02:00:00,6,155,414,100,38
2015-02-04 02:00:00,7,208,436,110,45
2015-02-04 02:00:00,8,190,437,96,38
2015-02-04 03:00:00,1,164,435,122,39
2015-02-04 03:00:00,2,166,352,102,38
2015-02-04 03:00:00,3,166,398,110,37
2015-02-04 03:00:00,4,167,463,110,39
2015-02-04 03:00:00,5,177,467,85,28
2015-02-04 03:00:00,6,170,442,98,32
2015-02-04 03:00:00,7,152,541,104,39
2015-02-04 03:00:00,8,156,447,89,37
2015-02-04 04:00:00,1,158,483,95,36
2015-02-04 04:00:00,2,162,431,94,46
2015-02-04 04:00:00,3,154,512,96,36
2015-02-04 04:00:00,4,183,545,81,34
2015-02-04 04:00:00,5,172,429,94,41
2015-02-04 04:00:00,6,180,480,109,41
2015-02-04 04:00:00,7,178,519,109,37
2015-02-04 04:00:00,8,192,443,103,36
2015-02-04 05:00:00,1,165,468,85,45
2015-02-04 05:00:00,2,148,514,92,40
2015-02-04 05:00:00,3,188,408,105,34
2015-02-04 05:00:00,4,176,429,95,43
2015-02-04 05:00:00,5,155,481,112,42
2015-02-04 05:00:00,6,188,507,94,43
2015-02-04 05:00:00,7,171,513,99,33
2015-02-04 05:00:00,8,147,477,87,44
2015-02-04 06:00:00,1,198,438,89,41
2015-02-04 06:00:00,2,180,483,96,32
2015-02-04 06:00:00,3,179,526,87,48
2015-02-04 06:00:00,4,169,448,90,36
2015-02-04 06:00:00,5,181,443,112,44
2015-02-04 06:00:00,6,179,390,96,40
2015-02-04 06:00:00,7,169,555,93,41
2015-02-04 06:00:00,8,155,428,93,40
2015-02-04 07:00:00,1,143,426,89,38
2015-02-04 07:00:00,2,169,424,96,43
2015-02-04 07:00:00,3,214,552,97,43
2015-02-04 07:00:00,4,166,448,114,45
2015-02-04 07:00:00,5,178,482,107,25
2015-02-04 07:00:00,6,171,449,94,35
2015-02-04 07:00:00,7,190,465,112,47
2015-02-04 07:00:00,8,174,433,101,39
2015-02-04 08:00:00,1,164,449,116,38
2015-02-04 08:00:00,2,171,430,103,36
2015-02-04 08:00:00,3,209,429,87,32
2015-02-04 08:00:00,4,175,501,120,38
2015-02-04 08:00:00,5,169,431,90,47
2015-02-04 08:00:00,6,188,508,88,30
2015-02-04 08:00:00,7,160,495,116,33
2015-02-04 08:00:00,8,171,515,99,46
2015-02-04 09:00:00,1,171,467,79,41
2015-02-04 09:00:00,2,143,499,76,38
2015-02-04 09:00:00,3,173,437,117,41
2015-02-04 09:00:00,4,170,484,78,41
2015-02-04 09:00:00,5,170,399,104,37
2015-02-04 09:00:00,6,127,448,127,36
2015-02-04 09:00:00,7,171,450,105,39
2015-02-04 09:00:00,8,160,427,104,35
2015-02-04 10:00:00,1,161,458,93,43
2015-02-04 10:00:00,2,164,453,88,45
2015-02-04 10:00:00,3,163,401,91,35
2015-02-04 10:00:00,4,167,435,112,37
2015-02-04 10:00:00,5,161,431,94,44
2015-02-04 10:00:00,6,172,491,104,42
2015-02-04 10:00:00,7,171,378,77,45
2015-02-04 10:00:00,8,191,408,99,40
2015-02-04 11:00:00,1,163,471,106,38
2015-02-04 11:00:00,2,163,399,83,34
2015-02-04 11:00:00,3,158,455,109,44
2015-02-04 11:00:00,4,175,417,109,36
2015-02-04 11:00:00,5,183,479,115,41
2015-02-04 11:00:00,6,170,435,107,37
2015-02-04 11:00:00,7,193,440,103,28
2015-02-04 11:00:00,8,168,398,109,41
2015-02-04 12:00:00,1,175,364,128,28
2015-02-04 12:00:00,2,189,588,96,44
2015-02-04 12:00:00,3,199,431,97,33
2015-02-04 12:00:00,4,173,370,84,40
2015-02-04 12:00:00,5,150,446,104,47
2015-02-04 12:00:00,6,178,409,98,35
2015-02-04 12:00:00,7,152,472,109,48
2015-02-04 12:00:00,8,155,478,96,41
2015-02-04 13:00:00,1,173,461,93,39
2015-02-04 13:00:00,2,160,470,105,36
2015-02-04 13:00:00,3,194,545,108,39
2015-02-04 13:00:00,4,184,399,106,38
2015-02-04 13:00:00,5,168,507,90,46
2015-02-04 13:00:00,6,149,423,99,42
2015-02-04 13:00:00,7,178,407,110,42
2015-02-04 13:00:00,8,180,402,114,44
2015-02-04 14:00:00,1,159,412,94,43
2015-02-04 14:00:00,2,151,419,93,38
2015-02-04 14:00:00,3,188,505,106,45
2015-02-04 14:00:00,4,174,392,92,51
2015-02-04 14:00:00,5,172,469,98,44
2015-02-04 14:00:00,6,157,358,100,38
2015-02-04 14:00:00,7,168,481,101,35
2015-02-04 14:00:00,8,178,532,97,45
2015-02-04 15:00:00,1,178,491,107,37
2015-02-04 15:00:00,2,169,494,98,35
2015-02-04 15:00:00,3,172,426,94,43
2015-02-04 15:00:00,4,158,534,110,44
2015-02-04 15:00:00,5,149,501,101,49
2015-02-04 15:00:00,6,172,382,95,37
2015-02-04 15:00:00,7,140,483,95,46
2015-02-04 15:00:00,8,162,512,100,39
2015-02-04 16:00:00,1,172,414,108,40
2015-02-04 16:00:00,2,187,403,102,45
2015-02-04 16:00:00,3,208,398,88,37
2015-02-04 16:00:00,4,169,408,102,40
2015-02-04 16:00:00,5,189,500,97,52
2015-02-04 16:00:00,6,155,393,101,42
2015-02-04 16:00:00,7,184,463,100,40
2015-02-04 16:00:00,8,165,551,98,48
2015-02-04 17:00:00,1,180,407,94,36
2015-02-04 17:00:00,2,186,416,83,37
2015-02-04 17:00:00,3,180,469,102,49
2015-02-04 17:00:00,4,173,415,87,44
2015-02-04 17:00:00,5,174,400,99,47
2015-02-04 17:00:00,6,177,401,87,39
2015-02-04 17:00:00,7,180,417,119,39
2015-02-04 17:00:00,8,177,449,96,34
2015-02-04 18:00:00,1,150,495,92,50
2015-02-04 18:00:00,2,153,411,95,42
2015-02-04 18:00:00,3,180,507,96,48
2015-02-04 18:00:00,4,184,503,99,31
2015-02-04 18:00:00,5,145,461,112,58
2015-02-04 18:00:00,6,168,435,101,36
2015-02-04 18:00:00,7,158,531,87,37
2015-02-04 18:00:00,8,165,437,103,35
2015-02-04 19:00:00,1,158,470,99,40
2015-02-04 19:00:00,2,183,444,93,34
2015-02-04 19:00:00,3,185,365,111,38
2015-02-04 19:00:00,4,181,478,72,46
2015-02-04 19:00:00,5,163,524,89,49
2015-02-04 19:00:00,6,203,404,104,42
2015-02-04 19:00:00,7,184,454,79,43
2015-02-04 19:00:00,8,183,494,99,45
2015-02-04 20:00:00,1,167,360,99,40
2015-02-04 20:00:00,2,151,390,95,39
2015-02-04 20:00:00,3,195,398,91,48
2015-02-04 20:00:00,4,169,392,102,38
2015-02-04 20:00:00,5,167,455,81,48
2015-02-04 20:00:00,6,173,374,88,36
2015-02-04 20:00:00,7,184,495,117,36
2015-02-04 20:00:00,8,170,505,125,34
2015-02-04 21:00:00,1,184,469,104,41
2015-02-04 21:00:00,2,172,453,93,32
2015-02-04 21:00:00,3,217,453,89,41
2015-02-04 21:00:00,4,161,465,110,46
2015-02-04 21:00:00,5,197,404,97,52
2015-02-04 21:00:00,6,161,484,88,43
2015-02-04 21:00:00,7,213,351,117,42
2015-02-04 21:00:00,8,140,481,106,41
2015-02-04 22:00:00,1,162,402,106,47
2015-02-04 22:00:00,2,176,388,82,48
2015-02-04 22:00:00,3,218,431,96,41
2015-02-04 22:00:00,4,186,565,109,40
2015-02-04 22:00:00,5,191,389,94,56
2015-02-04 22:00:00,6,195,519,116,38
2015-02-04 22:00:00,7,153,426,110,38
2015-02-04 22:00:00,8,157,417,89,44
2015-02-04 23:00:00,1,154,435,89,49
2015-02-04 23:00:00,2,162,368,109,37
2015-02-04 23:00:00,3,206,452,109,34
2015-02-04 23:00:00,4,149,425,101,35
2015-02-04 23:00:00,5,160,481,102,49
2015-02-04 23:00:00,6,181,431,88,43
2015-02-04 23:00:00,7,173,496,94,44
2015-02-04 23:00:00,8,161,459,110,33
2015-02-05 00:00:00,1,181,513,99,38
2015-02-05 00:00:00,2,184,419,88,29
2015-02-05 00:00:00,3,179,408,100,33
2015-02-05 00:00:00,4,144,399,100,42
2015-02-05 00:00:00,5,169,447,101,41
2015-02-05 00:00:00,6,171,463,99,43
2015-02-05 00:00:00,7,180,424,116,57
2015-02-05 00:00:00,8,174,443,110,41
2015-02-05 01:00:00,1,176,490,97,40
2015-02-05 01:00:00,2,163,342,120,43
2015-02-05 01:00:00,3,191,496,95,39
2015-02-05 01:00:00,4,177,451,105,36
2015-02-05 01:00:00,5,177,450,107,57
2015-02-05 01:00:00,6,164,449,103,41
2015-02-05 01:00:00,7,153,382,95,45
2015-02-05 01:00:00,8,182,497,104,44
2015-02-05 02:00:00,1,151,353,92,40
2015-02-05 02:00:00,2,169,476,106,36
2015-02-05 02:00:00,3,190,555,97,42
2015-02-05 02:00:00,4,173,440,96,41
2015-02-05 02:00:00,5,165,296,107,42
2015-02-05 02:00:00,6,153,422,91,39
2015-02-05 02:00:00,7,174,488,98,28
2015-02-05 02:00:00,8,198,545,101,36
2015-02-05 03:00:00,1,200,390,79,38
2015-02-05 03:00:00,2,180,456,90,40
2015-02-05 03:00:00,3,171,482,104,34
2015-02-05 03:00:00,4,148,484,111,45
2015-02-05 03:00:00,5,181,525,76,49
2015-02-05 03:00:00,6,179,372,102,39
2015-02-05 03:00:00,7,147,365,94,34
2015-02-05 03:00:00,8,181,496,117,43
2015-02-05 04:00:00,1,192,471,84,39
2015-02-05 04:00:00,2,159,488,107,38
2015-02-05 04:00:00,3,179,449,93,36
2015-02-05 04:00:00,4,185,507,81,35
2015-02-05 04:00:00,5,179,451,103,51
2015-02-05 04:00:00,6,162,378,87,45
2015-02-05 04:00:00,7,180,361,110,40
2015-02-05 04:00:00,8,158,390,107,34
2015-02-05 05:00:00,1,149,476,115,34
2015-02-05 05:00:00,2,176,370,107,36
2015-02-05 05:00:00,3,185,466,97,45
2015-02-05 05:00:00,4,165,419,97,33
2015-02-05 05:00:00,5,163,426,87,42
2015-02-05 05:00:00,6,144,401,93,39
2015-02-05 05:00:00,7,154,452,91,34
2015-02-05 05:00:00,8,170,433,104,39
2015-02-05 06:00:00,1,202,460,114,38
2015-02-05 06:00:00,2,180,523,87,41
2015-02-05 06:00:00,3,164,508,104,38
2015-02-05 06:00:00,4,156,427,106,47
2015-02-05 06:00:00,5,156,379,108,51
2015-02-05 06:00:00,6,190,441,125,47
2015-02-05 06:00:00,7,174,509,99,41
2015-02-05 06:00:00,8,175,442,116,38
2015-02-05 07:00:00,1,144,470,109,37
2015-02-05 07:00:00,2,164,466,106,35
2015-02-05 07:00:00,3,177,420,88,45
2015-02-05 07:00:00,4,187,460,79,44
2015-02-05 07:00:00,5,181,458,99,49
2015-02-05 07:00:00,6,184,422,107,38
2015-02-05 07:00:00,7,161,445,89,38
2015-02-05 07:00:00,8,186,471,125,34
2015-02-05 08:00:00,1,171,442,110,43
2015-02-05 08:00:00,2,156,472,94,36
2015-02-05 08:00:00,3,188,412,91,37
2015-02-05 08:00:00,4,157,430,105,44
2015-02-05 08:00:00,5,201,454,108,49
2015-02-05 08:00:00,6,184,547,88,30
2015-02-05 08:00:00,7,177,419,90,41
2015-02-05 08:00:00,8,174,355,110,37
2015-02-05 09:00:00,1,152,439,88,33
2015-02-05 09:00:00,2,160,411,108,45
2015-02-05 09:00:00,3,208,445,91,40
2015-02-05 09:00:00,4,174,429,106,40
2015-02-05 09:00:00,5,147,434,104,49
2015-02-05 09:00:00,6,149,379,113,40
2015-02-05 09:00:00,7,167,422,118,44
2015-02-05 09:00:00,8,184,534,100,35
2015-02-05 10:00:00,1,164,420,96,37
2015-02-05 10:00:00,2,165,357,100,30
2015-02-05 10:00:00,3,193,478,90,37
2015-02-05 10:00:00,4,170,451,108,38
2015-02-05 10:00:00,5,173,418,81,57
2015-02-05 10:00:00,6,165,521,86,40
2015-02-05 10:00:00,7,179,482,95,33
2015-02-05 10:00:00,8,177,463,115,30
2015-02-05 11:00:00,1,164,430,104,49
2015-02-05 11:00:00,2,162,367,90,48
2015-02-05 11:00:00,3,184,511,109,42
2015-02-05 11:00:00,4,174,534,85,32
2015-02-05 11:00:00,5,183,385,99,60
2015-02-05 11:00:00,6,172,561,97,42
2015-02-05 11:00:00,7,160,452,102,41
2015-02-05 11:00:00,8,148,427,95,33
2015-02-05 12:00:00,1,174,400,99,45
2015-02-05 12:00:00,2,189,498,98,37
2015-02-05 12:00:00,3,176,372,100,43
2015-02-05 12:00:00,4,172,391,119,33
2015-02-05 12:00:00,5,138,457,107,51
2015-02-05 12:00:00,6,176,504,91,36
2015-02-05 12:00:00,7,179,454,80,44
2015-02-05 12:00:00,8,169,522,85,38
2015-02-05 13:00:00,1,153,417,99,41
2015-02-05 13:00:00,2,174,522,93,46
2015-02-05 13:00:00,3,202,455,100,46
2015-02-05 13:00:00,4,135,409,105,34
2015-02-05 13:00:00,5,149,378,92,47
2015-02-05 13:00:00,6,165,428,74,35
2015-02-05 13:00:00,7,171,398,94,36
2015-02-05 13:00:00,8,170,516,93,49
2015-02-05 14:00:00,1,128,450,107,37
2015-02-05 14:00:00,2,176,339,78,37
2015-02-05 14:00:00,3,182,474,102,42
2015-02-05 14:00:00,4,167,322,100,39
2015-02-05 14:00:00,5,158,487,104,45
2015-02-05 14:00:00,6,157,543,100,37
2015-02-05 14:00:00,7,197,546,97,39
2015-02-05 14:00:00,8,180,477,104,52
2015-02-05 15:00:00,1,168,424,102,41
2015-02-05 15:00:00,2,162,446,93,33
2015-02-05 15:00:00,3,200,527,103,39
2015-02-05 15:00:00,4,174,522,86,32
2015-02-05 15:00:00,5,184,426,93,45
2015-02-05 15:00:00,6,180,403,75,34
2015-02-05 15:00:00,7,202,406,97,40
2015-02-05 15:00:00,8,174,378,98,44
2015-02-05 16:00:00,1,158,441,96,35
2015-02-05 16:00:00,2,180,434,120,45
2015-02-05 16:00:00,3,181,468,91,40
2015-02-05 16:00:00,4,158,504,105,45
2015-02-05 16:00:00,5,180,430,78,48
2015-02-05 16:00:00,6,190,533,99,42
2015-02-05 16:00:00,7,184,502,102,40
2015-02-05 16:00:00,8,186,386,103,36
2015-02-05 17:00:00,1,173,401,102,46
2015-02-05 17:00:00,2,143,468,108,53
2015-02-05 17:00:00,3,183,461,120,42
2015-02-05 17:00:00,4,165,449,98,42
2015-02-05 17:00:00,5,200,491,93,52
2015-02-05 17:00:00,6,156,437,111,44
2015-02-05 17:00:00,7,157,501,95,43
2015-02-05 17:00:00,8,157,394,86,42
2015-02-05 18:00:00,1,157,463,96,43
2015-02-05 18:00:00,2,165,415,90,47
2015-02-05 18:00:00,3,190,359,105,43
2015-02-05 18:00:00,4,166,445,76,40
2015-02-05 18:00:00,5,172,427,98,49
2015-02-05 18:00:00,6,190,556,105,40
2015-02-05 18:00:00,7,195,373,94,40
2015-02-05 18:00:00,8,174,445,107,42
2015-02-05 19:00:00,1,181,496,91,33
2015-02-05 19:00:00,2,171,429,105,35
2015-02-05 19:00:00,3,204,506,99,45
2015-02-05 19:00:00,4,164,386,98,29
2015-02-05 19:00:00,5,170,551,95,43
2015-02-05 19:00:00,6,174,461,93,32
2015-02-05 19:00:00,7,157,463,92,39
2015-02-05 19:00:00,8,181,446,86,34
2015-02-05 20:00:00,1,170,382,98,45
2015-02-05 20:00:00,2,174,436,119,36
2015-02-05 20:00:00,3,207,437,107,37
2015-02-05 20:00:00,4,174,410,105,33
2015-02-05 20:00:00,5,177,537,91,48
2015-02-05 20:00:00,6,160,416,95,45
2015-02-05 20:00:00,7,171,495,101,40
2015-02-05 20:00:00,8,197,584,103,37
2015-02-05 21:00:00,1,179,473,113,46
2015-02-05 21:00:00,2,186,456,94,34
2015-02-05 21:00:00,3,202,420,107,36
2015-02-05 21:00:00,4,150,461,92,43
2015-02-05 21:00:00,5,171,473,112,45
2015-02-05 21:00:00,6,176,326,100,40
2015-02-05 21:00:00,7,171,445,86,40
2015-02-05 21:00:00,8,146,467,94,37
2015-02-05 22:00:00,1,155,393,101,33
2015-02-05 22:00:00,2,177,438,106,44
2015-02-05 22:00:00,3,157,469,107,45
2015-02-05 22:00:00,4,136,386,96,40
2015-02-05 22:00:00,5,174,407,87,58
2015-02-05 22:00:00,6,143,427,102,45
2015-02-05 22:00:00,7,162,399,91,34
2015-02-05 22:00:00,8,189,445,100,47
2015-02-05 23:00:00,1,166,436,86,36
2015-02-05 23:00:00,2,166,490,97,44
2015-02-05 23:00:00,3,216,386,85,45
2015-02-05 23:00:00,4,166,441,101,37
2015-02-05 23:00:00,5,183,475,83,36
2015-02-05 23:00:00,6,149,426,108,35
2015-02-05 23:00:00,7,200,474,109,44
2015-02-05 23:00:00,8,179,591,86,41
2015-02-06 00:00:00,1,175,374,95,37
2015-02-06 00:00:00,2,176,552,107,27
2015-02-06 00:00:00,3,200,521,97,46
2015-02-06 00:00:00,4,179,538,92,45
2015-02-06 00:00:00,5,192,413,110,46
2015-02-06 00:00:00,6,152,413,90,32
2015-02-06 00:00:00,7,163,473,113,42
2015-02-06 00:00:00,8,170,448,85,37
2015-02-06 01:00:00,1,168,427,112,39
2015-02-06 01:00:00,2,147,423,111,25
2015-02-06 01:00:00,3,219,365,94,30
2015-02-06 01:00:00,4,166,381,89,39
2015-02-06 01:00:00,5,167,422,102,45
2015-02-06 01:00:00,6,152,418,95,50
2015-02-06 01:00:00,7,171,457,97,37
2015-02-06 01:00:00,8,175,471,101,38
2015-02-06 02:00:00,1,194,353,101,40
2015-02-06 02:00:00,2,174,428,107,47
2015-02-06 02:00:00,3,188,501,94,36
2015-02-06 02:00:00,4,185,294,99,48
2015-02-06 02:00:00,5,163,441,94,49
2015-02-06 02:00:00,6,191,483,81,43
2015-02-06 02:00:00,7,143,472,103,36
2015-02-06 02:00:00,8,182,501,96,32
2015-02-06 03:00:00,1,140,500,108,33
2015-02-06 03:00:00,2,184,461,95,43
2015-02-06 03:00:00,3,211,420,94,47
2015-02-06 03:00:00,4,169,387,88,35
2015-02-06 03:00:00,5,185,485,97,44
2015-02-06 03:00:00,6,167,457,115,43
2015-02-06 03:00:00,7,193,409,125,30
2015-02-06 03:00:00,8,138,478,89,29
2015-02-06 04:00:00,1,181,496,77,38
2015-02-06 04:00:00,2,198,456,116,35
2015-02-06 04:00:00,3,170,409,92,40
2015-02-06 04:00:00,4,173,464,99,25
2015-02-06 04:00:00,5,172,357,102,50
2015-02-06 04:00:00,6,183,464,91,37
2015-02-06 04:00:00,7,163,504,103,43
2015-02-06 04:00:00,8,150,422,102,40
2015-02-06 05:00:00,1,170,491,108,39
2015-02-06 05:00:00,2,156,400,107,38
2015-02-06 05:00:00,3,185,442,100,42
2015-02-06 05:00:00,4,195,406,106,42
2015-02-06 05:00:00,5,169,402,99,53
2015-02-06 05:00:00,6,184,384,95,36
2015-02-06 05:00:00,7,161,525,97,46
2015-02-06 05:00:00,8,198,508,95,32
2015-02-06 06:00:00,1,184,400,112,37
2015-02-06 06:00:00,2,178,414,103,38
2015-02-06 06:00:00,3,171,431,110,40
2015-02-06 06:00:00,4,169,490,98,37
2015-02-06 06:00:00,5,170,414,116,47
2015-02-06 06:00:00,6,171,481,92,36
2015-02-06 06:00:00,7,204,508,96,36
2015-02-06 06:00:00,8,184,502,90,32
2015-02-06 07:00:00,1,168,357,93,57
2015-02-06 07:00:00,2,180,520,103,41
2015-02-06 07:00:00,3,153,492,100,35
2015-02-06 07:00:00,4,180,489,94,39
2015-02-06 07:00:00,5,136,472,106,44
2015-02-06 07:00:00,6,150,489,101,38
2015-02-06 07:00:00,7,204,493,108,39
2015-02-06 07:00:00,8,148,410,112,44
2015-02-06 08:00:00,1,128,465,100,43
2015-02-06 08:00:00,2,174,414,114,35
2015-02-06 08:00:00,3,199,421,120,31
2015-02-06 08:00:00,4,178,394,106,31
2015-02-06 08:00:00,5,186,512,95,45
2015-02-06 08:00:00,6,166,407,99,35
2015-02-06 08:00:00,7,195,423,92,35
2015-02-06 08:00:00,8,172,403,88,35
2015-02-06 09:00:00,1,176,435,107,36
2015-02-06 09:00:00,2,153,525,90,40
2015-02-06 09:00:00,3,131,448,114,33
2015-02-06 09:00:00,4,149,510,109,37
2015-02-06 09:00:00,5,193,511,107,53
2015-02-06 09:00:00,6,185,411,98,32
2015-02-06 09:00:00,7,173,353,99,32
2015-02-06 09:00:00,8,154,570,103,41
2015-02-06 10:00:00,1,166,400,87,37
2015-02-06 10:00:00,2,175,415,77,35
2015-02-06 10:00:00,3,159,304,104,34
2015-02-06 10:00:00,4,194,528,91,41
2015-02-06 10:00:00,5,143,459,87,48
2015-02-06 10:00:00,6,161,503,102,41
2015-02-06 10:00:00,7,227,434,98,43
2015-02-06 10:00:00,8,181,572,90,49
2015-02-06 11:00:00,1,155,438,111,32
2015-02-06 11:00:00,2,151,385,106,31
2015-02-06 11:00:00,3,183,463,103,32
2015-02-06 11:00:00,4,180,396,99,45
2015-02-06 11:00:00,5,191,419,95,40
2015-02-06 11:00:00,6,180,359,93,41
2015-02-06 11:00:00,7,207,464,117,39
2015-02-06 11:00:00,8,167,505,103,36
2015-02-06 12:00:00,1,160,399,100,44
2015-02-06 12:00:00,2,179,389,88,42
2015-02-06 12:00:00,3,157,482,121,46
2015-02-06 12:00:00,4,175,396,106,36
2015-02-06 12:00:00,5,178,486,102,47
2015-02-06 12:00:00,6,166,500,95,38
2015-02-06 12:00:00,7,207,436,90,37
2015-02-06 12:00:00,8,159,395,124,42
2015-02-06 13:00:00,1,170,490,94,39
2015-02-06 13:00:00,2,156,479,95,40
2015-02-06 13:00:00,3,180,356,103,41
2015-02-06 13:00:00,4,173,466,100,44
2015-02-06 13:00:00,5,167,434,96,61
2015-02-06 13:00:00,6,159,442,105,43
2015-02-06 13:00:00,7,175,470,89,35
2015-02-06 13:00:00,8,173,384,93,36
2015-02-06 14:00:00,1,206,352,91,31
2015-02-06 14:00:00,2,211,491,120,46
2015-02-06 14:00:00,3,169,469,108,44
2015-02-06 14:00:00,4,158,440,90,36
2015-02-06 14:00:00,5,166,481,110,50
2015-02-06 14:00:00,6,152,421,111,43
2015-02-06 14:00:00,7,194,460,98,42
2015-02-06 14:00:00,8,194,465,102,42
2015-02-06 15:00:00,1,172,462,106,33
2015-02-06 15:00:00,2,192,474,100,45
2015-02-06 15:00:00,3,163,458,109,48
2015-02-06 15:00:00,4,155,493,101,45
2015-02-06 15:00:00,5,173,357,99,56
2015-02-06 15:00:00,6,159,414,101,38
2015-02-06 15:00:00,7,179,447,102,41
2015-02-06 15:00:00,8,193,452,113,46
2015-02-06 16:00:00,1,155,457,104,44
2015-02-06 16:00:00,2,169,388,91,40
2015-02-06 16:00:00,3,191,374,105,39
2015-02-06 16:00:00,4,180,422,105,39
2015-02-06 16:00:00,5,144,371,101,42
2015-02-06 16:00:00,6,153,448,118,43
2015-02-06 16:00:00,7,206,463,94,34
2015-02-06 16:00:00,8,165,355,117,36
2015-02-06 17:00:00,1,198,392,116,35
2015-02-06 17:00:00,2,145,351,101,49
2015-02-06 17:00:00,3,147,378,112,42
2015-02-06 17:00:00,4,171,464,82,35
2015-02-06 17:00:00,5,191,509,98,45
2015-02-06 17:00:00,6,167,474,111,39
2015-02-06 17:00:00,7,184,479,89,42
2015-02-06 17:00:00,8,163,476,101,39
2015-02-06 18:00:00,1,163,405,119,38
2015-02-06 18:00:00,2,192,529,99,40
2015-02-06 18:00:00,3,134,479,106,35
2015-02-06 18:00:00,4,178,483,94,41
2015-02-06 18:00:00,5,172,367,96,36
2015-02-06 18:00:00,6,160,441,108,41
2015-02-06 18:00:00,7,187,428,95,45
2015-02-06 18:00:00,8,147,403,88,49
2015-02-06 19:00:00,1,157,448,103,37
2015-02-06 19:00:00,2,156,431,97,49
2015-02-06 19:00:00,3,161,432,84,38
2015-02-06 19:00:00,4,174,331,92,38
2015-02-06 19:00:00,5,168,410,109,47
2015-02-06 19:00:00,6,169,537,99,36
2015-02-06 19:00:00,7,182,439,100,36
2015-02-06 19:00:00,8,181,398,106,38
2015-02-06 20:00:00,1,151,472,80,40
2015-02-06 20:00:00,2,170,513,105,34
2015-02-06 20:00:00,3,186,391,115,36
2015-02-06 20:00:00,4,148,494,112,43
2015-02-06 20:00:00,5,173,474,94,38
2015-02-06 20:00:00,6,168,515,110,36
2015-02-06 20:00:00,7,173,490,103,34
2015-02-06 20:00:00,8,177,495,105,41
2015-02-06 21:00:00,1,159,465,97,41
2015-02-06 21:00:00,2,180,426,88,44
2015-02-06 21:00:00,3,153,450,104,37
2015-02-06 21:00:00,4,166,451,103,39
2015-02-06 21:00:00,5,192,461,111,42
2015-02-06 21:00:00,6,169,465,120,36
2015-02-06 21:00:00,7,204,376,95,50
2015-02-06 21:00:00,8,145,364,103,33
2015-02-06 22:00:00,1,199,387,85,37
2015-02-06 22:00:00,2,168,409,82,47
2015-02-06 22:00:00,3,172,530,94,39
2015-02-06 22:00:00,4,178,395,109,33
2015-02-06 22:00:00,5,167,449,119,38
2015-02-06 22:00:00,6,182,402,85,41
2015-02-06 22:00:00,7,205,434,86,42
2015-02-06 22:00:00,8,195,472,106,33
2015-02-06 23:00:00,1,183,507,92,32
2015-02-06 23:00:00,2,152,449,80,32
2015-02-06 23:00:00,3,180,439,94,43
2015-02-06 23:00:00,4,166,447,98,43
2015-02-06 23:00:00,5,195,459,112,45
2015-02-06 23:00:00,6,150,439,100,34
2015-02-06 23:00:00,7,181,441,87,39
2015-02-06 23:00:00,8,169,495,93,41
2015-02-07 00:00:00,1,181,433,99,39
2015-02-07 00:00:00,2,147,424,111,49
2015-02-07 00:00:00,3,154,444,97,36
2015-02-07 00:00:00,4,170,490,91,32
2015-02-07 00:00:00,5,179,486,129,42
2015-02-07 00:00:00,6,176,431,106,35
2015-02-07 00:00:00,7,183,450,116,38
2015-02-07 00:00:00,8,168,394,87,40
2015-02-07 01:00:00,1,172,433,105,31
2015-02-07 01:00:00,2,155,455,97,47
2015-02-07 01:00:00,3,178,374,90,47
2015-02-07 01:00:00,4,172,455,85,39
2015-02-07 01:00:00,5,174,469,99,42
